Semana,Num_Aviones,Motores_en_mantenimiento,Motores_arrendados,Motores_comprados,Motores_en_stock,Motores_sobreciclo,Costo_acumulado
82,30,0,0,0,0,0,12600000.0
83,30,0,0,0,0,0,12600000.0
84,30,0,0,0,0,0,12600000.0
85,30,0,0,0,0,0,12600000.0
86,30,0,0,0,0,0,12600000.0
87,30,0,0,0,0,0,12600000.0
88,30,0,0,0,0,0,12600000.0
89,30,0,0,0,0,0,12600000.0
90,30,1,1,0,0,0,12670000.0
91,30,1,1,0,0,0,12740000.0
92,30,1,1,0,0,0,12810000.0
93,30,1,1,0,0,0,12880000.0
94,30,1,1,0,0,0,12950000.0
95,30,1,1,0,0,0,13020000.0
96,30,1,1,0,0,0,13090000.0
97,30,1,1,0,0,0,13160000.0
98,30,1,1,0,0,0,13230000.0
99,30,1,1,0,0,0,13300000.0
100,30,1,1,0,0,0,13370000.0
101,30,1,1,0,0,0,13440000.0
102,30,1,1,0,0,0,13510000.0
103,30,1,1,0,0,0,13580000.0
104,30,1,1,0,0,0,13650000.0
105,30,1,1,0,0,0,13720000.0
106,30,1,1,0,0,0,13790000.0
107,30,1,1,0,0,0,13860000.0
108,30,0,0,0,0,0,13860000.0
109,30,0,0,0,0,0,13860000.0
110,30,0,0,0,0,0,13860000.0
111,30,0,0,0,0,0,13860000.0
112,30,0,0,0,0,0,13860000.0
113,30,0,0,0,0,0,13860000.0
114,30,0,0,0,0,0,13860000.0
115,30,0,0,0,0,0,13860000.0
116,30,0,0,0,0,0,13860000.0
117,30,0,0,0,0,0,13860000.0
118,30,0,0,0,0,0,13860000.0
119,30,0,0,0,0,0,13860000.0
120,30,0,0,0,0,0,13860000.0
121,30,0,0,0,0,0,13860000.0
122,30,0,0,0,0,0,13860000.0
123,30,0,0,0,0,0,13860000.0
124,30,0,0,0,0,0,13860000.0
125,30,0,0,0,0,0,13860000.0
126,30,0,0,0,0,0,13860000.0
127,30,0,0,0,0,0,13860000.0
128,30,0,0,0,0,0,13860000.0
129,30,0,0,0,0,0,13860000.0
130,30,0,0,0,0,0,13860000.0
131,30,0,0,0,0,0,13860000.0
132,30,0,0,0,0,0,13860000.0
133,30,0,0,0,0,0,13860000.0
134,30,0,0,0,0,0,13860000.0
135,30,0,0,0,0,0,13860000.0
136,30,0,0,0,0,0,13860000.0
137,30,0,0,0,0,0,13860000.0
138,30,0,0,0,0,0,13860000.0
139,30,0,0,0,0,0,13860000.0
140,30,1,1,0,0,0,13930000.0
141,30,1,1,0,0,0,14000000.0
142,30,1,1,0,0,0,14070000.0
143,30,1,1,0,0,0,14140000.0
144,30,1,1,0,0,0,14210000.0
145,30,1,1,0,0,0,14280000.0
146,30,1,1,0,0,0,14350000.0
147,30,1,1,0,0,0,14420000.0
148,30,1,1,0,0,0,14490000.0
149,30,1,1,0,0,0,14560000.0
150,30,1,1,0,0,0,14630000.0
151,30,1,1,0,0,0,14700000.0
152,30,1,1,0,0,0,14770000.0
153,30,1,1,0,0,0,14840000.0
154,30,1,1,0,0,0,14910000.0
155,30,1,1,0,0,0,14980000.0
156,30,1,1,0,0,0,15050000.0
157,30,1,1,0,0,0,15120000.0
158,30,0,0,0,0,0,15120000.0
159,30,0,0,0,0,0,15120000.0
160,30,0,0,0,0,0,15120000.0
161,30,0,0,0,0,0,15120000.0
162,30,0,0,0,0,0,15120000.0
163,30,0,0,0,0,0,15120000.0
164,30,0,0,0,0,0,15120000.0
165,30,0,0,0,0,0,15120000.0
166,30,0,0,0,0,0,15120000.0
167,30,0,0,0,0,0,15120000.0
168,30,0,0,0,0,0,15120000.0
169,30,0,0,0,0,0,15120000.0
170,30,0,0,0,0,0,15120000.0
171,30,0,0,0,0,0,15120000.0
172,30,0,0,0,0,0,15120000.0
173,30,0,0,0,0,0,15120000.0
174,30,0,0,0,0,0,15120000.0
175,30,0,0,0,0,0,15120000.0
176,30,0,0,0,0,0,15120000.0
177,30,0,0,0,0,0,15120000.0
178,30,0,0,0,0,0,15120000.0
179,30,0,0,0,0,0,15120000.0
180,30,0,0,0,0,0,15120000.0
181,30,0,0,0,0,0,15120000.0
182,30,0,0,0,0,0,15120000.0
183,30,0,0,0,0,0,15120000.0
184,30,0,0,0,0,0,15120000.0
185,30,0,0,0,0,0,15120000.0
186,30,0,0,0,0,0,15120000.0
187,30,0,0,0,0,0,15120000.0
188,30,0,0,0,0,0,15120000.0
189,30,0,0,0,0,0,15120000.0
190,30,0,0,0,0,0,15120000.0
191,30,0,0,0,0,0,15120000.0
192,30,0,0,0,0,0,15120000.0
193,30,0,0,0,0,0,15120000.0
194,30,0,0,0,0,0,15120000.0
195,30,0,0,0,0,0,15120000.0
196,30,0,0,0,0,0,15120000.0
197,30,0,0,0,0,0,15120000.0
198,30,0,0,0,0,0,15120000.0
199,30,0,0,0,0,0,15120000.0
200,30,0,0,0,0,0,15120000.0
201,30,0,0,0,0,0,15120000.0
202,30,0,0,0,0,0,15120000.0
203,30,0,0,0,0,0,15120000.0
204,30,0,0,0,0,0,15120000.0
205,30,0,0,0,0,0,15120000.0
206,30,0,0,0,0,0,15120000.0
207,30,0,0,0,0,0,15120000.0
208,30,0,0,0,0,0,15120000.0
209,30,0,0,0,0,0,15120000.0
210,30,0,0,0,0,0,15120000.0
211,30,0,0,0,0,0,15120000.0
212,30,0,0,0,0,0,15120000.0
213,30,0,0,0,0,0,15120000.0
214,30,0,0,0,0,0,15120000.0
215,30,0,0,0,0,0,15120000.0
216,30,0,0,0,0,0,15120000.0
217,30,0,0,0,0,0,15120000.0
218,30,0,0,0,0,0,15120000.0
219,30,0,0,0,0,0,15120000.0
220,30,0,0,0,0,0,15120000.0
221,30,0,0,0,0,0,15120000.0
222,30,0,0,0,0,0,15120000.0
223,30,0,0,0,0,0,15120000.0
224,30,0,0,0,0,0,15120000.0
225,30,0,0,0,0,0,15120000.0
226,30,0,0,0,0,0,15120000.0
227,30,0,0,0,0,0,15120000.0
228,30,0,0,0,0,0,15120000.0
229,30,0,0,0,0,0,15120000.0
230,30,0,0,0,0,0,15120000.0
231,30,0,0,0,0,0,15120000.0
232,30,0,0,0,0,0,15120000.0
233,30,0,0,0,0,0,15120000.0
234,30,0,0,0,0,0,15120000.0
235,30,0,0,0,0,0,15120000.0
236,30,0,0,0,0,0,15120000.0
237,30,0,0,0,0,0,15120000.0
238,30,0,0,0,0,0,15120000.0
239,30,0,0,0,0,0,15120000.0
240,30,0,0,0,0,0,15120000.0
241,30,0,0,0,0,0,15120000.0
242,30,0,0,0,0,0,15120000.0
243,30,0,0,0,0,0,15120000.0
244,30,0,0,0,0,0,15120000.0
245,30,0,0,0,0,0,15120000.0
246,30,0,0,0,0,0,15120000.0
247,30,0,0,0,0,0,15120000.0
248,30,0,0,0,0,0,15120000.0
249,30,0,0,0,0,0,15120000.0
250,30,0,0,0,0,0,15120000.0
251,30,0,0,0,0,0,15120000.0
252,30,0,0,0,0,0,15120000.0
253,30,0,0,0,0,0,15120000.0
254,30,0,0,0,0,0,15120000.0
255,30,0,0,0,0,0,15120000.0
256,30,0,0,0,0,0,15120000.0
257,30,0,0,0,0,0,15120000.0
258,30,0,0,0,0,0,15120000.0
259,30,0,0,0,0,0,15120000.0
260,30,0,0,0,0,0,15120000.0
