Semana,Num_Aviones,Motores_en_mantenimiento,Motores_arrendados,Motores_comprados,Motores_en_stock,Motores_sobreciclo,Costo_acumulado
1,30,0,0,0,0,0,0.0
2,30,0,0,0,0,0,0.0
3,30,0,0,0,0,0,0.0
4,30,0,0,0,0,0,0.0
5,30,0,0,0,0,0,0.0
6,30,2,2,0,0,0,140000.0
7,30,2,2,0,0,0,280000.0
8,30,3,3,0,0,0,490000.0
9,30,3,3,0,0,0,700000.0
10,30,3,3,0,0,0,910000.0
11,30,3,3,0,0,0,1120000.0
12,30,3,3,0,0,0,1330000.0
13,30,3,3,0,0,0,1540000.0
14,30,3,3,0,0,0,1750000.0
15,30,3,3,0,0,0,1960000.0
16,30,3,3,0,0,0,2170000.0
17,30,3,3,0,0,0,2380000.0
18,30,4,4,0,0,0,2660000.0
19,30,4,4,0,0,0,2940000.0
20,30,6,6,0,0,0,3360000.0
21,30,6,6,0,0,0,3780000.0
22,30,6,6,0,0,0,4200000.0
23,30,6,6,0,0,0,4620000.0
24,30,4,4,0,0,0,4900000.0
25,30,4,4,0,0,0,5180000.0
26,30,3,3,0,0,0,5390000.0
27,30,3,3,0,0,0,5600000.0
28,30,3,3,0,0,0,5810000.0
29,30,3,3,0,0,0,6020000.0
30,30,3,3,0,0,0,6230000.0
31,30,3,3,0,0,0,6440000.0
32,30,4,4,0,0,0,6720000.0
33,30,4,4,0,0,0,7000000.0
34,30,5,5,0,0,0,7350000.0
35,30,5,5,0,0,0,7700000.0
36,30,5,5,0,0,0,8050000.0
37,30,5,5,0,0,0,8400000.0
38,30,3,3,0,0,0,8610000.0
39,30,3,3,0,0,0,8820000.0
40,30,3,3,0,0,0,9030000.0
41,30,3,3,0,0,0,9240000.0
42,30,3,3,0,0,0,9450000.0
43,30,3,3,0,0,0,9660000.0
44,30,3,3,0,0,0,9870000.0
45,30,3,3,0,0,0,10080000.0
46,30,3,3,0,0,0,10290000.0
47,30,3,3,0,0,0,10500000.0
48,30,3,3,0,0,0,10710000.0
49,30,3,3,0,0,0,10920000.0
50,30,2,2,0,0,0,11060000.0
51,30,2,2,0,0,0,11200000.0
52,30,1,1,0,0,0,11270000.0
53,30,1,1,0,0,0,11340000.0
54,30,0,0,0,0,0,11340000.0
55,30,0,0,0,0,0,11340000.0
56,30,0,0,0,0,0,11340000.0
57,30,0,0,0,0,0,11340000.0
58,30,0,0,0,0,0,11340000.0
59,30,0,0,0,0,0,11340000.0
60,30,1,1,0,0,0,11410000.0
61,30,1,1,0,0,0,11480000.0
62,30,1,1,0,0,0,11550000.0
63,30,1,1,0,0,0,11620000.0
64,30,1,1,0,0,0,11690000.0
65,30,1,1,0,0,0,11760000.0
66,30,1,1,0,0,0,11830000.0
67,30,1,1,0,0,0,11900000.0
68,30,1,1,0,0,0,11970000.0
69,30,1,1,0,0,0,12040000.0
70,30,1,1,0,0,0,12110000.0
71,30,1,1,0,0,0,12180000.0
72,30,1,1,0,0,0,12250000.0
73,30,1,1,0,0,0,12320000.0
74,30,1,1,0,0,0,12390000.0
75,30,1,1,0,0,0,12460000.0
76,30,1,1,0,0,0,12530000.0
77,30,1,1,0,0,0,12600000.0
78,30,0,0,0,0,0,12600000.0
79,30,0,0,0,0,0,12600000.0
80,30,0,0,0,0,0,12600000.0
81,30,0,0,0,0,0,12600000.0
