Semana,Avion_ID,Motor_asignado,Ciclos_acumulados,Umbral_maximo,Leased,Bought,OverThreshold
4,12,EC-5469-79,12188.0,14500,,,0
4,13,EC-8335-93,10308.2,14500,,,0
4,14,EC-1648-21,13977.2,14500,,,0
4,15,EC-1251-58,7231.2,14500,,,0
4,16,EC-6100-57,2072.0,14500,,,0
4,17,EC-7599-49,7876.0,14500,,,0
4,18,EC-4413-71,14009.0,14500,,,0
4,19,,0.0,14500,lease_1,,0
4,20,,0.0,14500,lease_1,,0
4,21,EC-3695-90,13126.0,14500,,,0
4,22,EC-3089-36,254.64,15500,,,0
4,23,EC-7040-90,10956.64,15500,,,0
4,24,EC-9515-75,11542.64,15500,,,0
4,25,,0.0,15500,lease_1,,0
4,26,EC-9080-27,3540.64,15500,,,0
4,27,EC-9529-73,3848.64,15500,,,0
4,28,,0.0,15500,lease_1,,0
4,29,,0.0,15500,lease_3,,0
4,30,,0.0,15500,lease_1,,0
5,1,,0.0,14500,lease_4,,0
5,2,,0.0,14500,lease_4,,0
5,3,EC-6493-61,4555.75,14500,,,0
5,4,EC-7175-45,8147.0,14500,,,0
5,5,,0.0,14500,lease_4,,0
5,6,EC-6116-65,1061.0,14500,,,0
5,7,EC-2872-44,13615.0,14500,,,0
5,8,EC-6826-38,11203.0,14500,,,0
5,9,EC-9678-33,9058.0,14500,,,0
5,10,EC-6324-10,7226.0,14500,,,0
5,11,EC-8617-67,10454.0,14500,,,0
5,12,EC-5469-79,12209.0,14500,,,0
5,13,EC-8335-93,10330.25,14500,,,0
5,14,EC-1648-21,13999.25,14500,,,0
5,15,EC-1251-58,7253.25,14500,,,0
5,16,EC-6100-57,2093.0,14500,,,0
5,17,EC-7599-49,7897.0,14500,,,0
5,18,EC-4413-71,14030.0,14500,,,0
5,19,,0.0,14500,lease_2,,0
5,20,,0.0,14500,lease_2,,0
5,21,EC-3695-90,13147.0,14500,,,0
5,22,EC-3089-36,266.05,15500,,,0
5,23,EC-7040-90,10968.05,15500,,,0
5,24,EC-9515-75,11554.05,15500,,,0
5,25,,0.0,15500,lease_2,,0
5,26,EC-9080-27,3552.05,15500,,,0
5,27,EC-9529-73,3860.05,15500,,,0
5,28,,0.0,15500,lease_2,,0
5,29,,0.0,15500,lease_4,,0
5,30,,0.0,15500,lease_2,,0
6,1,,0.0,14500,lease_5,,0
6,2,,0.0,14500,lease_5,,0
6,3,EC-6493-61,4578.5,14500,,,0
6,4,EC-7175-45,8168.0,14500,,,0
6,5,,0.0,14500,lease_5,,0
6,6,EC-6116-65,1082.0,14500,,,0
6,7,EC-2872-44,13636.0,14500,,,0
6,8,EC-6826-38,11224.0,14500,,,0
6,9,EC-9678-33,9079.0,14500,,,0
6,10,EC-6324-10,7247.0,14500,,,0
6,11,,0.0,14500,lease_1,,0
6,12,,0.0,14500,lease_1,,0
6,13,,0.0,14500,lease_1,,0
6,14,,0.0,14500,lease_1,,0
6,15,EC-1251-58,7275.3,14500,,,0
6,16,,0.0,14500,lease_1,,0
6,17,EC-7599-49,7918.0,14500,,,0
6,18,EC-4413-71,14051.0,14500,,,0
6,19,,0.0,14500,lease_3,,0
6,20,,0.0,14500,lease_3,,0
6,21,EC-3695-90,13168.0,14500,,,0
6,22,EC-3089-36,277.46,15500,,,0
6,23,EC-7040-90,10979.46,15500,,,0
6,24,EC-9515-75,11565.46,15500,,,0
6,25,,0.0,15500,lease_3,,0
6,26,EC-9080-27,3563.46,15500,,,0
6,27,EC-9529-73,3871.46,15500,,,0
6,28,,0.0,15500,lease_3,,0
6,29,,0.0,15500,lease_5,,0
6,30,,0.0,15500,lease_3,,0
7,1,,0.0,14500,lease_6,,0
7,2,,0.0,14500,lease_6,,0
7,3,EC-6493-61,4601.25,14500,,,0
7,4,EC-7175-45,8189.0,14500,,,0
7,5,,0.0,14500,lease_6,,0
7,6,EC-6116-65,1103.0,14500,,,0
7,7,EC-2872-44,13657.0,14500,,,0
7,8,EC-6826-38,11245.0,14500,,,0
7,9,EC-9678-33,9100.0,14500,,,0
7,10,EC-6324-10,7268.0,14500,,,0
7,11,,0.0,14500,lease_2,,0
7,12,,0.0,14500,lease_2,,0
7,13,,0.0,14500,lease_2,,0
7,14,,0.0,14500,lease_2,,0
7,15,EC-1251-58,7297.35,14500,,,0
7,16,,0.0,14500,lease_2,,0
7,17,EC-7599-49,7939.0,14500,,,0
7,18,EC-4413-71,14072.0,14500,,,0
7,19,,0.0,14500,lease_4,,0
7,20,,0.0,14500,lease_4,,0
7,21,EC-3695-90,13189.0,14500,,,0
7,22,EC-3089-36,288.87,15500,,,0
7,23,EC-7040-90,10990.87,15500,,,0
7,24,EC-9515-75,11576.87,15500,,,0
7,25,,0.0,15500,lease_4,,0
7,26,EC-9080-27,3574.87,15500,,,0
7,27,EC-9529-73,3882.87,15500,,,0
7,28,,0.0,15500,lease_4,,0
7,29,,0.0,15500,lease_6,,0
7,30,,0.0,15500,lease_4,,0
8,1,,0.0,14500,lease_7,,0
8,2,,0.0,14500,lease_7,,0
8,3,EC-6493-61,4624.0,14500,,,0
8,4,EC-7175-45,8210.0,14500,,,0
8,5,,0.0,14500,lease_7,,0
8,6,EC-6116-65,1124.0,14500,,,0
8,7,EC-2872-44,13678.0,14500,,,0
8,8,EC-6826-38,11266.0,14500,,,0
8,9,,0.0,14500,lease_1,,0
8,10,EC-6324-10,7289.0,14500,,,0
8,11,,0.0,14500,lease_3,,0
8,12,,0.0,14500,lease_3,,0
8,13,,0.0,14500,lease_3,,0
8,14,,0.0,14500,lease_3,,0
8,15,EC-1251-58,7319.4,14500,,,0
8,16,,0.0,14500,lease_3,,0
8,17,EC-7599-49,7960.0,14500,,,0
8,18,,0.0,14500,lease_1,,0
8,19,,0.0,14500,lease_5,,0
8,20,,0.0,14500,lease_5,,0
8,21,,0.0,14500,lease_1,,0
8,22,EC-3089-36,300.28,15500,,,0
8,23,,0.0,15500,lease_1,,0
8,24,EC-9515-75,11588.28,15500,,,0
8,25,,0.0,15500,lease_5,,0
8,26,,0.0,15500,lease_1,,0
8,27,EC-9529-73,3894.28,15500,,,0
8,28,,0.0,15500,lease_5,,0
8,29,,0.0,15500,lease_7,,0
8,30,,0.0,15500,lease_5,,0
9,1,,0.0,14500,lease_8,,0
9,2,,0.0,14500,lease_8,,0
9,3,EC-6493-61,4646.75,14500,,,0
9,4,EC-7175-45,8231.0,14500,,,0
9,5,,0.0,14500,lease_8,,0
9,6,EC-6116-65,1145.0,14500,,,0
9,7,EC-2872-44,13699.0,14500,,,0
9,8,EC-6826-38,11287.0,14500,,,0
9,9,,0.0,14500,lease_2,,0
9,10,EC-6324-10,7310.0,14500,,,0
9,11,,0.0,14500,lease_4,,0
9,12,,0.0,14500,lease_4,,0
9,13,,0.0,14500,lease_4,,0
9,14,,0.0,14500,lease_4,,0
9,15,EC-1251-58,7341.45,14500,,,0
9,16,,0.0,14500,lease_4,,0
9,17,EC-7599-49,7981.0,14500,,,0
9,18,,0.0,14500,lease_2,,0
9,19,,0.0,14500,lease_6,,0
9,20,,0.0,14500,lease_6,,0
9,21,,0.0,14500,lease_2,,0
9,22,EC-3089-36,311.69,15500,,,0
9,23,,0.0,15500,lease_2,,0
9,24,EC-9515-75,11599.69,15500,,,0
9,25,,0.0,15500,lease_6,,0
9,26,,0.0,15500,lease_2,,0
9,27,EC-9529-73,3905.69,15500,,,0
9,28,,0.0,15500,lease_6,,0
9,29,,0.0,15500,lease_8,,0
9,30,,0.0,15500,lease_6,,0
10,1,,0.0,14500,lease_9,,0
10,2,,0.0,14500,lease_9,,0
10,3,EC-6493-61,4669.5,14500,,,0
10,4,,0.0,14500,lease_1,,0
10,5,,0.0,14500,lease_9,,0
10,6,,0.0,14500,lease_1,,0
10,7,,0.0,14500,lease_1,,0
10,8,,0.0,14500,lease_1,,0
10,9,,0.0,14500,lease_3,,0
10,10,EC-6324-10,7331.0,14500,,,0
10,11,,0.0,14500,lease_5,,0
10,12,,0.0,14500,lease_5,,0
10,13,,0.0,14500,lease_5,,0
10,14,,0.0,14500,lease_5,,0
10,15,EC-1251-58,7363.5,14500,,,0
10,16,,0.0,14500,lease_5,,0
10,17,EC-7599-49,8002.0,14500,,,0
10,18,,0.0,14500,lease_3,,0
10,19,,0.0,14500,lease_7,,0
10,20,,0.0,14500,lease_7,,0
10,21,,0.0,14500,lease_3,,0
10,22,EC-3089-36,323.1,15500,,,0
10,23,,0.0,15500,lease_3,,0
10,24,EC-9515-75,11611.1,15500,,,0
10,25,,0.0,15500,lease_7,,0
10,26,,0.0,15500,lease_3,,0
10,27,,0.0,15500,lease_1,,0
10,28,,0.0,15500,lease_7,,0
10,29,,0.0,15500,lease_9,,0
10,30,,0.0,15500,lease_7,,0
11,1,,0.0,14500,lease_10,,0
11,2,,0.0,14500,lease_10,,0
11,3,EC-6493-61,4692.25,14500,,,0
11,4,,0.0,14500,lease_2,,0
11,5,,0.0,14500,lease_10,,0
11,6,,0.0,14500,lease_2,,0
11,7,,0.0,14500,lease_2,,0
11,8,,0.0,14500,lease_2,,0
11,9,,0.0,14500,lease_4,,0
11,10,EC-6324-10,7352.0,14500,,,0
11,11,,0.0,14500,lease_6,,0
11,12,,0.0,14500,lease_6,,0
11,13,,0.0,14500,lease_6,,0
11,14,,0.0,14500,lease_6,,0
11,15,EC-1251-58,7385.55,14500,,,0
11,16,,0.0,14500,lease_6,,0
11,17,EC-7599-49,8023.0,14500,,,0
11,18,,0.0,14500,lease_4,,0
11,19,,0.0,14500,lease_8,,0
11,20,,0.0,14500,lease_8,,0
11,21,,0.0,14500,lease_4,,0
11,22,EC-3089-36,334.51,15500,,,0
11,23,,0.0,15500,lease_4,,0
11,24,EC-9515-75,11622.51,15500,,,0
11,25,,0.0,15500,lease_8,,0
11,26,,0.0,15500,lease_4,,0
11,27,,0.0,15500,lease_2,,0
11,28,,0.0,15500,lease_8,,0
11,29,,0.0,15500,lease_10,,0
11,30,,0.0,15500,lease_8,,0
12,1,,0.0,14500,lease_11,,0
12,2,,0.0,14500,lease_11,,0
12,3,,0.0,14500,lease_1,,0
12,4,,0.0,14500,lease_3,,0
12,5,,0.0,14500,lease_11,,0
12,6,,0.0,14500,lease_3,,0
12,7,,0.0,14500,lease_3,,0
12,8,,0.0,14500,lease_3,,0
12,9,,0.0,14500,lease_5,,0
12,10,,0.0,14500,lease_1,,0
12,11,,0.0,14500,lease_7,,0
12,12,,0.0,14500,lease_7,,0
12,13,,0.0,14500,lease_7,,0
12,14,,0.0,14500,lease_7,,0
12,15,,0.0,14500,lease_1,,0
12,16,,0.0,14500,lease_7,,0
12,17,,0.0,14500,lease_1,,0
12,18,,0.0,14500,lease_5,,0
12,19,,0.0,14500,lease_9,,0
12,20,,0.0,14500,lease_9,,0
12,21,,0.0,14500,lease_5,,0
12,22,EC-3089-36,345.92,15500,,,0
12,23,,0.0,15500,lease_5,,0
12,24,,0.0,15500,lease_1,,0
12,25,,0.0,15500,lease_9,,0
12,26,,0.0,15500,lease_5,,0
12,27,,0.0,15500,lease_3,,0
12,28,,0.0,15500,lease_9,,0
12,29,,0.0,15500,lease_11,,0
12,30,,0.0,15500,lease_9,,0
13,1,,0.0,14500,lease_12,,0
13,2,,0.0,14500,lease_12,,0
13,3,,0.0,14500,lease_2,,0
13,4,,0.0,14500,lease_4,,0
13,5,,0.0,14500,lease_12,,0
13,6,,0.0,14500,lease_4,,0
13,7,,0.0,14500,lease_4,,0
13,8,,0.0,14500,lease_4,,0
13,9,,0.0,14500,lease_6,,0
13,10,,0.0,14500,lease_2,,0
13,11,,0.0,14500,lease_8,,0
13,12,,0.0,14500,lease_8,,0
13,13,,0.0,14500,lease_8,,0
13,14,,0.0,14500,lease_8,,0
13,15,,0.0,14500,lease_2,,0
13,16,,0.0,14500,lease_8,,0
13,17,,0.0,14500,lease_2,,0
13,18,,0.0,14500,lease_6,,0
13,19,,0.0,14500,lease_10,,0
13,20,,0.0,14500,lease_10,,0
13,21,,0.0,14500,lease_6,,0
13,22,EC-3089-36,357.33,15500,,,0
13,23,,0.0,15500,lease_6,,0
13,24,,0.0,15500,lease_2,,0
13,25,,0.0,15500,lease_10,,0
13,26,,0.0,15500,lease_6,,0
13,27,,0.0,15500,lease_4,,0
13,28,,0.0,15500,lease_10,,0
13,29,,0.0,15500,lease_12,,0
13,30,,0.0,15500,lease_10,,0
14,1,,0.0,14500,lease_13,,0
14,2,,0.0,14500,lease_13,,0
14,3,,0.0,14500,lease_3,,0
14,4,,0.0,14500,lease_5,,0
14,5,,0.0,14500,lease_13,,0
14,6,,0.0,14500,lease_5,,0
14,7,,0.0,14500,lease_5,,0
14,8,,0.0,14500,lease_5,,0
14,9,,0.0,14500,lease_7,,0
14,10,,0.0,14500,lease_3,,0
14,11,,0.0,14500,lease_9,,0
14,12,,0.0,14500,lease_9,,0
14,13,,0.0,14500,lease_9,,0
14,14,,0.0,14500,lease_9,,0
14,15,,0.0,14500,lease_3,,0
14,16,,0.0,14500,lease_9,,0
14,17,,0.0,14500,lease_3,,0
14,18,,0.0,14500,lease_7,,0
14,19,,0.0,14500,lease_11,,0
14,20,,0.0,14500,lease_11,,0
14,21,,0.0,14500,lease_7,,0
14,22,EC-3089-36,368.74,15500,,,0
14,23,,0.0,15500,lease_7,,0
14,24,,0.0,15500,lease_3,,0
14,25,,0.0,15500,lease_11,,0
14,26,,0.0,15500,lease_7,,0
14,27,,0.0,15500,lease_5,,0
14,28,,0.0,15500,lease_11,,0
14,29,,0.0,15500,lease_13,,0
14,30,,0.0,15500,lease_11,,0
15,1,,0.0,14500,lease_14,,0
15,2,,0.0,14500,lease_14,,0
15,3,,0.0,14500,lease_4,,0
15,4,,0.0,14500,lease_6,,0
15,5,,0.0,14500,lease_14,,0
15,6,,0.0,14500,lease_6,,0
15,7,,0.0,14500,lease_6,,0
15,8,,0.0,14500,lease_6,,0
15,9,,0.0,14500,lease_8,,0
15,10,,0.0,14500,lease_4,,0
15,11,,0.0,14500,lease_10,,0
15,12,,0.0,14500,lease_10,,0
15,13,,0.0,14500,lease_10,,0
15,14,,0.0,14500,lease_10,,0
15,15,,0.0,14500,lease_4,,0
15,16,,0.0,14500,lease_10,,0
15,17,,0.0,14500,lease_4,,0
15,18,,0.0,14500,lease_8,,0
15,19,,0.0,14500,lease_12,,0
15,20,,0.0,14500,lease_12,,0
15,21,,0.0,14500,lease_8,,0
15,22,EC-3089-36,380.15,15500,,,0
15,23,,0.0,15500,lease_8,,0
15,24,,0.0,15500,lease_4,,0
15,25,,0.0,15500,lease_12,,0
15,26,,0.0,15500,lease_8,,0
15,27,,0.0,15500,lease_6,,0
15,28,,0.0,15500,lease_12,,0
15,29,,0.0,15500,lease_14,,0
15,30,,0.0,15500,lease_12,,0
16,1,,0.0,14500,lease_15,,0
16,2,,0.0,14500,lease_15,,0
16,3,,0.0,14500,lease_5,,0
16,4,,0.0,14500,lease_7,,0
16,5,,0.0,14500,lease_15,,0
16,6,,0.0,14500,lease_7,,0
16,7,,0.0,14500,lease_7,,0
16,8,,0.0,14500,lease_7,,0
16,9,,0.0,14500,lease_9,,0
16,10,,0.0,14500,lease_5,,0
16,11,,0.0,14500,lease_11,,0
16,12,,0.0,14500,lease_11,,0
16,13,,0.0,14500,lease_11,,0
16,14,,0.0,14500,lease_11,,0
16,15,,0.0,14500,lease_5,,0
16,16,,0.0,14500,lease_11,,0
16,17,,0.0,14500,lease_5,,0
16,18,,0.0,14500,lease_9,,0
16,19,,0.0,14500,lease_13,,0
16,20,,0.0,14500,lease_13,,0
16,21,,0.0,14500,lease_9,,0
16,22,EC-3089-36,391.56,15500,,,0
16,23,,0.0,15500,lease_9,,0
16,24,,0.0,15500,lease_5,,0
16,25,,0.0,15500,lease_13,,0
16,26,,0.0,15500,lease_9,,0
16,27,,0.0,15500,lease_7,,0
16,28,,0.0,15500,lease_13,,0
16,29,,0.0,15500,lease_15,,0
16,30,,0.0,15500,lease_13,,0
17,1,,0.0,14500,lease_16,,0
17,2,,0.0,14500,lease_16,,0
17,3,,0.0,14500,lease_6,,0
17,4,,0.0,14500,lease_8,,0
17,5,,0.0,14500,lease_16,,0
17,6,,0.0,14500,lease_8,,0
17,7,,0.0,14500,lease_8,,0
17,8,,0.0,14500,lease_8,,0
17,9,,0.0,14500,lease_10,,0
17,10,,0.0,14500,lease_6,,0
17,11,,0.0,14500,lease_12,,0
17,12,,0.0,14500,lease_12,,0
17,13,,0.0,14500,lease_12,,0
17,14,,0.0,14500,lease_12,,0
17,15,,0.0,14500,lease_6,,0
17,16,,0.0,14500,lease_12,,0
17,17,,0.0,14500,lease_6,,0
17,18,,0.0,14500,lease_10,,0
17,19,,0.0,14500,lease_14,,0
17,20,,0.0,14500,lease_14,,0
17,21,,0.0,14500,lease_10,,0
17,22,EC-3089-36,402.97,15500,,,0
17,23,,0.0,15500,lease_10,,0
17,24,,0.0,15500,lease_6,,0
17,25,,0.0,15500,lease_14,,0
17,26,,0.0,15500,lease_10,,0
17,27,,0.0,15500,lease_8,,0
17,28,,0.0,15500,lease_14,,0
17,29,,0.0,15500,lease_16,,0
17,30,,0.0,15500,lease_14,,0
18,1,,0.0,14500,lease_17,,0
18,2,,0.0,14500,lease_17,,0
18,3,,0.0,14500,lease_7,,0
18,4,,0.0,14500,lease_9,,0
18,5,,0.0,14500,lease_17,,0
18,6,,0.0,14500,lease_9,,0
18,7,,0.0,14500,lease_9,,0
18,8,,0.0,14500,lease_9,,0
18,9,,0.0,14500,lease_11,,0
18,10,,0.0,14500,lease_7,,0
18,11,,0.0,14500,lease_13,,0
18,12,,0.0,14500,lease_13,,0
18,13,,0.0,14500,lease_13,,0
18,14,,0.0,14500,lease_13,,0
18,15,,0.0,14500,lease_7,,0
18,16,,0.0,14500,lease_13,,0
18,17,,0.0,14500,lease_7,,0
18,18,,0.0,14500,lease_11,,0
18,19,,0.0,14500,lease_15,,0
18,20,,0.0,14500,lease_15,,0
18,21,,0.0,14500,lease_11,,0
18,22,EC-3089-36,414.38,15500,,,0
18,23,,0.0,15500,lease_11,,0
18,24,,0.0,15500,lease_7,,0
18,25,,0.0,15500,lease_15,,0
18,26,,0.0,15500,lease_11,,0
18,27,,0.0,15500,lease_9,,0
18,28,,0.0,15500,lease_15,,0
18,29,,0.0,15500,lease_17,,0
18,30,,0.0,15500,lease_15,,0
19,1,,0.0,14500,lease_18,,0
19,2,,0.0,14500,lease_18,,0
19,3,,0.0,14500,lease_8,,0
19,4,,0.0,14500,lease_10,,0
19,5,,0.0,14500,lease_18,,0
19,6,,0.0,14500,lease_10,,0
19,7,,0.0,14500,lease_10,,0
19,8,,0.0,14500,lease_10,,0
19,9,,0.0,14500,lease_12,,0
19,10,,0.0,14500,lease_8,,0
19,11,,0.0,14500,lease_14,,0
19,12,,0.0,14500,lease_14,,0
19,13,,0.0,14500,lease_14,,0
19,14,,0.0,14500,lease_14,,0
19,15,,0.0,14500,lease_8,,0
19,16,,0.0,14500,lease_14,,0
19,17,,0.0,14500,lease_8,,0
19,18,,0.0,14500,lease_12,,0
19,19,,0.0,14500,lease_16,,0
19,20,,0.0,14500,lease_16,,0
19,21,,0.0,14500,lease_12,,0
19,22,EC-3089-36,425.79,15500,,,0
19,23,,0.0,15500,lease_12,,0
19,24,,0.0,15500,lease_8,,0
19,25,,0.0,15500,lease_16,,0
19,26,,0.0,15500,lease_12,,0
19,27,,0.0,15500,lease_10,,0
19,28,,0.0,15500,lease_16,,0
19,29,,0.0,15500,lease_18,,0
19,30,,0.0,15500,lease_16,,0
20,1,,0.0,14500,lease_19,,0
20,2,,0.0,14500,lease_19,,0
20,3,,0.0,14500,lease_9,,0
20,4,,0.0,14500,lease_11,,0
20,5,,0.0,14500,lease_19,,0
20,6,,0.0,14500,lease_11,,0
20,7,,0.0,14500,lease_11,,0
20,8,,0.0,14500,lease_11,,0
20,9,,0.0,14500,lease_13,,0
20,10,,0.0,14500,lease_9,,0
20,11,,0.0,14500,lease_15,,0
20,12,,0.0,14500,lease_15,,0
20,13,,0.0,14500,lease_15,,0
20,14,,0.0,14500,lease_15,,0
20,15,,0.0,14500,lease_9,,0
20,16,,0.0,14500,lease_15,,0
20,17,,0.0,14500,lease_9,,0
20,18,,0.0,14500,lease_13,,0
20,19,,0.0,14500,lease_17,,0
20,20,,0.0,14500,lease_17,,0
20,21,,0.0,14500,lease_13,,0
20,22,EC-3089-36,437.2,15500,,,0
20,23,,0.0,15500,lease_13,,0
20,24,,0.0,15500,lease_9,,0
20,25,,0.0,15500,lease_17,,0
20,26,,0.0,15500,lease_13,,0
20,27,,0.0,15500,lease_11,,0
20,28,,0.0,15500,lease_17,,0
20,29,,0.0,15500,lease_19,,0
20,30,,0.0,15500,lease_17,,0
21,1,,0.0,14500,lease_20,,0
21,2,,0.0,14500,lease_20,,0
21,3,,0.0,14500,lease_10,,0
21,4,,0.0,14500,lease_12,,0
21,5,,0.0,14500,lease_20,,0
21,6,,0.0,14500,lease_12,,0
21,7,,0.0,14500,lease_12,,0
21,8,,0.0,14500,lease_12,,0
21,9,,0.0,14500,lease_14,,0
21,10,,0.0,14500,lease_10,,0
21,11,,0.0,14500,lease_16,,0
21,12,,0.0,14500,lease_16,,0
21,13,,0.0,14500,lease_16,,0
21,14,,0.0,14500,lease_16,,0
21,15,,0.0,14500,lease_10,,0
21,16,,0.0,14500,lease_16,,0
21,17,,0.0,14500,lease_10,,0
21,18,,0.0,14500,lease_14,,0
21,19,,0.0,14500,lease_18,,0
21,20,,0.0,14500,lease_18,,0
21,21,,0.0,14500,lease_14,,0
21,22,EC-3089-36,448.61,15500,,,0
21,23,,0.0,15500,lease_14,,0
21,24,,0.0,15500,lease_10,,0
21,25,,0.0,15500,lease_18,,0
21,26,,0.0,15500,lease_14,,0
21,27,,0.0,15500,lease_12,,0
21,28,,0.0,15500,lease_18,,0
21,29,,0.0,15500,lease_20,,0
21,30,,0.0,15500,lease_18,,0
22,1,,0.0,14500,lease_21,,0
22,2,,0.0,14500,lease_21,,0
22,3,,0.0,14500,lease_11,,0
22,4,,0.0,14500,lease_13,,0
22,5,,0.0,14500,lease_21,,0
22,6,,0.0,14500,lease_13,,0
22,7,,0.0,14500,lease_13,,0
22,8,,0.0,14500,lease_13,,0
22,9,,0.0,14500,lease_15,,0
22,10,,0.0,14500,lease_11,,0
22,11,,0.0,14500,lease_17,,0
22,12,,0.0,14500,lease_17,,0
22,13,,0.0,14500,lease_17,,0
22,14,,0.0,14500,lease_17,,0
22,15,,0.0,14500,lease_11,,0
22,16,,0.0,14500,lease_17,,0
22,17,,0.0,14500,lease_11,,0
22,18,,0.0,14500,lease_15,,0
22,19,,0.0,14500,lease_19,,0
22,20,,0.0,14500,lease_19,,0
22,21,,0.0,14500,lease_15,,0
22,22,EC-3089-36,460.02,15500,,,0
22,23,,0.0,15500,lease_15,,0
22,24,,0.0,15500,lease_11,,0
22,25,,0.0,15500,lease_19,,0
