Semana,Num_Aviones,Motores_en_mantenimiento,Motores_arrendados,Motores_comprados,Motores_en_stock,Motores_sobreciclo,Costo_acumulado
1,30,0,0,0,0,0,0.0
2,30,1,0,1,0,0,1500000.0
3,30,1,0,0,0,0,1500000.0
4,30,3,1,1,0,0,3070000.0
5,30,3,1,0,0,0,3140000.0
6,30,3,1,0,0,0,3210000.0
7,30,3,1,0,0,0,3280000.0
8,30,3,1,0,0,0,3350000.0
9,30,3,1,0,0,0,3420000.0
10,30,3,1,0,0,0,3490000.0
11,30,3,1,0,0,0,3560000.0
12,30,3,1,0,0,0,3630000.0
13,30,3,1,0,0,0,3700000.0
14,30,3,1,0,0,0,3770000.0
15,30,3,1,0,0,0,3840000.0
16,30,3,1,0,0,0,3910000.0
17,30,3,1,0,0,0,3980000.0
18,30,3,1,0,0,0,4050000.0
19,30,3,1,0,0,0,4120000.0
20,30,3,1,0,0,0,4190000.0
21,30,3,1,0,0,0,4260000.0
22,30,1,0,0,1,0,4260000.0
23,30,1,0,0,1,0,4260000.0
24,30,1,0,0,1,0,4260000.0
25,30,1,0,0,1,0,4260000.0
26,30,2,0,0,0,0,4260000.0
27,30,2,0,0,0,0,4260000.0
28,30,3,1,0,0,0,4330000.0
29,30,3,1,0,0,0,4400000.0
30,30,3,1,0,0,0,4470000.0
31,30,3,1,0,0,0,4540000.0
32,30,3,1,0,0,0,4610000.0
33,30,3,1,0,0,0,4680000.0
34,30,3,1,0,0,0,4750000.0
35,30,3,1,0,0,0,4820000.0
36,30,3,1,0,0,0,4890000.0
37,30,3,1,0,0,0,4960000.0
38,30,2,0,0,0,0,4960000.0
39,30,2,0,0,0,0,4960000.0
40,30,2,0,0,0,0,4960000.0
41,30,2,0,0,0,0,4960000.0
42,30,2,0,0,0,0,4960000.0
43,30,2,0,0,0,0,4960000.0
44,30,2,0,0,0,0,4960000.0
45,30,2,0,0,0,0,4960000.0
46,30,1,0,0,1,0,4960000.0
47,30,1,0,0,1,0,4960000.0
48,30,2,0,0,0,0,4960000.0
49,30,2,0,0,0,0,4960000.0
50,30,2,0,0,0,0,4960000.0
51,30,2,0,0,0,0,4960000.0
52,30,2,0,0,0,0,4960000.0
53,30,2,0,0,0,0,4960000.0
54,30,2,0,0,0,0,4960000.0
55,30,2,0,0,0,0,4960000.0
56,30,2,0,0,0,0,4960000.0
57,30,2,0,0,0,0,4960000.0
58,30,2,0,0,0,0,4960000.0
59,30,2,0,0,0,0,4960000.0
60,30,2,0,0,0,0,4960000.0
61,30,2,0,0,0,0,4960000.0
62,30,1,0,0,1,0,4960000.0
63,30,1,0,0,1,0,4960000.0
64,30,1,0,0,1,0,4960000.0
65,30,1,0,0,1,0,4960000.0
66,30,0,0,0,2,0,4960000.0
67,30,0,0,0,2,0,4960000.0
68,30,0,0,0,2,0,4960000.0
69,30,0,0,0,2,0,4960000.0
70,30,2,0,0,0,0,4960000.0
71,30,2,0,0,0,0,4960000.0
72,30,2,0,0,0,0,4960000.0
73,30,2,0,0,0,0,4960000.0
74,30,2,0,0,0,0,4960000.0
75,30,2,0,0,0,0,4960000.0
76,30,2,0,0,0,0,4960000.0
77,30,2,0,0,0,0,4960000.0
78,30,2,0,0,0,0,4960000.0
79,30,2,0,0,0,0,4960000.0
80,30,2,0,0,0,0,4960000.0
81,30,2,0,0,0,0,4960000.0
82,30,2,0,0,0,0,4960000.0
83,30,2,0,0,0,0,4960000.0
84,30,2,0,0,0,0,4960000.0
85,30,2,0,0,0,0,4960000.0
86,30,2,0,0,0,0,4960000.0
87,30,2,0,0,0,0,4960000.0
88,30,0,0,0,2,0,4960000.0
89,30,0,0,0,2,0,4960000.0
90,30,2,0,0,0,0,4960000.0
91,30,2,0,0,0,0,4960000.0
92,30,2,0,0,0,0,4960000.0
93,30,2,0,0,0,0,4960000.0
94,30,2,0,0,0,0,4960000.0
95,30,2,0,0,0,0,4960000.0
96,30,2,0,0,0,0,4960000.0
97,30,2,0,0,0,0,4960000.0
98,30,2,0,0,0,0,4960000.0
99,30,2,0,0,0,0,4960000.0
100,30,2,0,0,0,0,4960000.0
101,30,2,0,0,0,0,4960000.0
102,30,2,0,0,0,0,4960000.0
103,30,2,0,0,0,0,4960000.0
104,30,2,0,0,0,0,4960000.0
105,30,2,0,0,0,0,4960000.0
106,30,2,0,0,0,0,4960000.0
107,30,2,0,0,0,0,4960000.0
108,30,1,0,0,1,0,4960000.0
109,30,1,0,0,1,0,4960000.0
110,30,1,0,0,1,0,4959999.999999213
111,30,1,0,0,1,0,4959999.999998426
112,30,1,0,0,1,0,4959999.999997639
113,30,1,0,0,1,0,4959999.999996852
114,30,1,0,0,1,0,4959999.999996852
115,30,1,0,0,1,0,4959999.999996852
116,30,1,0,0,1,0,4959999.999996852
117,30,1,0,0,1,0,4959999.999996852
118,30,1,0,0,1,0,4959999.999996852
119,30,1,0,0,1,0,4959999.999996852
120,30,1,0,0,1,0,4959999.999996852
121,30,1,0,0,1,0,4959999.999996852
122,30,1,0,0,1,0,4959999.999996852
123,30,1,0,0,1,0,4959999.999996852
124,30,1,0,0,1,0,4959999.999996852
125,30,1,0,0,1,0,4959999.999996852
126,30,1,0,0,1,0,4959999.999996852
127,30,1,0,0,1,0,4959999.999996852
128,30,2,0,0,0,0,4959999.999996852
129,30,2,0,0,0,0,4959999.999996852
130,30,2,0,0,0,0,4959999.999996852
